to,2015M01,2015M02,2015M03,2015M04,2015M05,2015M06,2015M07,2015M08,2015M09,from
Estonia,0,0,0,0,0,0,0,,,Sri Lanka
Ireland,0,0,0,0,0,0,0,,,Sri Lanka
Greece,0,0,0,0,5,0,0,,,Sri Lanka
Spain,0,0,5,0,0,0,,,,Sri Lanka
France,165,165,200,180,120,140,160,,,Sri Lanka
Croatia,0,0,0,0,0,0,0,0,,Sri Lanka
Italy,5,15,10,5,5,5,10,,,Sri Lanka
Cyprus,0,5,5,5,5,5,10,,,Sri Lanka
Latvia,0,0,0,0,0,0,0,,,Sri Lanka
Lithuania,0,0,0,0,0,0,0,0,,Sri Lanka
Luxembourg,0,0,0,0,0,0,0,0,,Sri Lanka
Hungary,10,5,0,5,5,25,10,15,,Sri Lanka
Malta,0,0,0,0,0,0,0,,,Sri Lanka
Netherlands,10,5,15,15,5,5,0,5,,Sri Lanka
Austria,0,0,0,0,0,0,5,,,Sri Lanka
Poland,0,0,0,0,0,0,0,0,0,Sri Lanka
Portugal,0,0,0,0,0,0,0,,,Sri Lanka
Romania,0,0,0,0,0,0,0,,,Sri Lanka
Slovenia,0,0,0,0,0,0,0,0,,Sri Lanka
Slovakia,0,0,0,0,0,0,0,,,Sri Lanka
Finland,0,0,5,0,0,5,5,0,0,Sri Lanka
Sweden,5,5,0,0,0,5,5,5,0,Sri Lanka
United Kingdom,125,130,150,120,80,95,115,,,Sri Lanka
Belgium,0,0,0,0,0,0,0,0,,Brunei Darussalam
Bulgaria,0,0,0,0,0,0,0,0,,Brunei Darussalam
Czech Republic,0,0,0,0,0,0,0,,,Brunei Darussalam
Denmark,0,0,0,0,0,0,0,,,Brunei Darussalam
Germany,0,0,0,0,0,0,0,0,,Brunei Darussalam
Estonia,0,0,0,0,0,0,0,,,Brunei Darussalam
Ireland,0,0,0,0,0,0,0,,,Brunei Darussalam
Greece,0,0,0,0,0,0,0,,,Brunei Darussalam
Spain,0,0,0,0,0,0,,,,Brunei Darussalam
France,0,0,0,0,0,0,0,,,Brunei Darussalam
Croatia,0,0,0,0,0,0,0,0,,Brunei Darussalam
Italy,0,0,0,0,0,0,0,,,Brunei Darussalam
Cyprus,0,0,0,0,0,0,0,,,Brunei Darussalam
Latvia,0,0,0,0,0,0,0,,,Brunei Darussalam
Lithuania,0,0,0,0,0,0,0,0,,Brunei Darussalam
Luxembourg,0,0,0,0,0,0,0,0,,Brunei Darussalam
Hungary,0,0,0,0,0,0,0,0,,Brunei Darussalam
Malta,0,0,0,0,0,0,0,,,Brunei Darussalam
Netherlands,0,0,0,0,0,0,0,0,,Brunei Darussalam
Austria,0,0,0,0,0,0,0,,,Brunei Darussalam
Poland,0,0,0,0,0,0,0,0,0,Brunei Darussalam
Portugal,0,0,0,0,0,0,0,,,Brunei Darussalam
Romania,0,0,0,0,0,0,0,,,Brunei Darussalam
Slovenia,0,0,0,0,0,0,0,0,,Brunei Darussalam
Slovakia,0,0,0,0,0,0,0,,,Brunei Darussalam
Finland,0,0,0,0,0,0,0,0,0,Brunei Darussalam
Sweden,0,0,0,0,0,0,0,0,0,Brunei Darussalam
United Kingdom,0,0,0,0,0,0,0,,,Brunei Darussalam
Belgium,0,0,0,0,0,0,0,0,,Cambodia
Bulgaria,0,0,0,0,0,0,0,0,,Cambodia
Czech Republic,0,0,0,0,0,0,0,,,Cambodia
Denmark,0,0,0,0,0,0,0,,,Cambodia
Germany,0,0,0,0,0,0,0,0,,Cambodia
Estonia,0,0,0,0,0,0,0,,,Cambodia
Ireland,0,0,0,0,0,0,0,,,Cambodia
Greece,0,0,0,0,0,0,0,,,Cambodia
Spain,0,0,0,0,0,0,,,,Cambodia
France,5,0,0,5,0,5,0,,,Cambodia
Croatia,0,0,0,0,0,0,0,0,,Cambodia
Italy,0,0,0,0,0,0,0,,,Cambodia
Cyprus,0,0,0,0,0,0,0,,,Cambodia
Latvia,0,0,0,0,0,0,0,,,Cambodia
Lithuania,0,0,0,0,0,0,0,0,,Cambodia
Luxembourg,0,0,0,0,0,0,0,0,,Cambodia
Hungary,0,0,0,0,0,0,0,0,,Cambodia
Malta,0,0,0,0,0,0,0,,,Cambodia
Netherlands,0,0,0,0,0,0,0,0,,Cambodia
Austria,0,0,0,0,0,0,0,,,Cambodia
Poland,0,0,0,0,0,0,0,0,0,Cambodia
Portugal,0,0,0,0,0,0,0,,,Cambodia
Romania,0,0,0,0,0,0,0,,,Cambodia
Slovenia,0,0,0,0,0,0,0,0,,Cambodia
Slovakia,0,0,0,0,0,0,0,,,Cambodia
Finland,0,0,0,0,0,0,0,0,0,Cambodia
Sweden,0,0,0,0,0,0,0,0,0,Cambodia
United Kingdom,0,0,0,0,0,0,0,,,Cambodia
Belgium,0,0,0,0,0,0,0,0,,Indonesia
Bulgaria,0,0,0,0,0,0,0,0,,Indonesia
Czech Republic,0,0,0,0,0,0,0,,,Indonesia
Denmark,0,0,0,0,0,0,0,,,Indonesia
Germany,0,0,0,5,0,0,0,0,,Indonesia
Estonia,0,0,0,0,0,0,0,,,Indonesia
Ireland,0,0,0,0,0,0,0,,,Indonesia
Greece,0,0,0,0,0,0,0,,,Indonesia
Spain,0,0,0,0,0,0,,,,Indonesia
France,0,0,0,0,0,0,0,,,Indonesia
Croatia,0,0,0,0,0,0,0,0,,Indonesia
Italy,0,0,0,0,0,0,0,,,Indonesia
Cyprus,0,0,0,0,0,0,0,,,Indonesia
Latvia,0,0,0,0,0,0,0,,,Indonesia
Lithuania,0,0,0,0,0,0,0,0,,Indonesia
Luxembourg,0,0,0,0,0,0,0,0,,Indonesia
Hungary,0,0,0,0,0,0,0,0,,Indonesia
Malta,0,0,0,0,0,0,0,,,Indonesia
Netherlands,0,0,0,0,0,5,0,0,,Indonesia
Austria,0,0,0,0,0,0,0,,,Indonesia
Poland,0,0,0,0,0,0,0,0,0,Indonesia
Portugal,0,0,0,0,0,0,0,,,Indonesia
Romania,0,0,0,0,0,0,0,,,Indonesia
Slovenia,0,0,0,0,0,0,0,0,,Indonesia
Slovakia,0,0,0,0,0,0,0,,,Indonesia
Finland,0,0,0,0,0,0,0,0,0,Indonesia
Sweden,5,0,0,0,0,5,0,0,0,Indonesia
United Kingdom,0,0,0,0,0,0,0,,,Indonesia
Belgium,0,0,0,0,0,0,0,0,,Laos
Bulgaria,0,0,0,0,0,0,0,0,,Laos
Czech Republic,0,0,0,0,0,0,0,,,Laos
Denmark,0,0,0,0,0,0,0,,,Laos
Germany,0,0,0,0,0,0,0,0,,Laos
Estonia,0,0,0,0,0,0,0,,,Laos
Ireland,0,0,0,0,0,0,0,,,Laos
Greece,0,0,0,0,0,0,0,,,Laos
Spain,0,0,0,0,0,0,,,,Laos
France,0,0,0,0,0,0,0,,,Laos
Croatia,0,0,0,0,0,0,0,0,,Laos
Italy,0,0,0,0,0,0,0,,,Laos
Cyprus,0,0,0,0,0,0,0,,,Laos
Latvia,0,0,0,0,0,0,0,,,Laos
Lithuania,0,0,0,0,0,0,0,0,,Laos
Luxembourg,0,0,0,0,0,0,0,0,,Laos
Hungary,0,0,0,5,0,0,0,0,,Laos
Malta,0,0,0,0,0,0,0,,,Laos
Netherlands,0,0,0,0,0,0,0,0,,Laos
Austria,0,5,0,0,0,0,0,,,Laos
Poland,0,0,0,0,0,0,0,0,0,Laos
Portugal,0,0,0,0,0,0,0,,,Laos
Romania,0,0,0,0,0,0,0,,,Laos
Slovenia,0,0,0,0,0,0,0,0,,Laos
Slovakia,0,0,0,0,0,0,0,,,Laos
Finland,0,0,0,0,0,0,0,0,0,Laos
Sweden,0,0,0,0,0,0,0,0,0,Laos
United Kingdom,0,0,0,0,0,0,0,,,Laos
Belgium,0,0,0,0,0,0,0,0,,Malaysia
Bulgaria,0,0,0,0,0,0,0,0,,Malaysia
Czech Republic,0,0,0,0,0,0,0,,,Malaysia
Denmark,0,0,0,0,0,0,0,,,Malaysia
Germany,0,0,0,0,0,0,0,0,,Malaysia
Estonia,0,0,0,0,0,0,0,,,Malaysia
Ireland,0,0,0,0,0,0,0,,,Malaysia
Greece,0,0,0,0,0,0,0,,,Malaysia
Spain,0,0,0,0,0,0,,,,Malaysia
France,0,0,0,0,0,0,0,,,Malaysia
Croatia,0,0,0,0,0,0,0,0,,Malaysia
Italy,0,0,0,0,0,0,0,,,Malaysia
Cyprus,0,0,0,0,0,0,0,,,Malaysia
Latvia,0,0,0,0,0,0,0,,,Malaysia
Lithuania,0,0,0,0,0,0,0,0,,Malaysia
Luxembourg,0,0,0,0,0,0,0,0,,Malaysia
Hungary,0,0,0,0,0,0,0,0,,Malaysia
Malta,0,0,0,0,0,0,0,,,Malaysia
Netherlands,0,0,0,0,0,0,0,0,,Malaysia
Austria,0,0,0,0,0,0,0,,,Malaysia
Poland,0,0,0,0,0,0,0,0,0,Malaysia
Portugal,0,0,0,0,0,0,0,,,Malaysia
Romania,0,0,0,0,0,0,0,,,Malaysia
Slovenia,0,0,0,0,0,0,0,0,,Malaysia
Slovakia,0,0,0,0,0,0,0,,,Malaysia
Finland,0,0,0,0,0,0,0,0,0,Malaysia
Sweden,0,0,0,0,0,0,0,0,0,Malaysia
United Kingdom,0,5,10,5,5,5,5,,,Malaysia
Belgium,0,0,0,0,0,0,0,0,,Myanmar/Burma
Bulgaria,0,0,0,0,0,5,5,5,,Myanmar/Burma
Czech Republic,0,0,0,0,0,0,0,,,Myanmar/Burma
Denmark,0,0,0,0,0,0,0,,,Myanmar/Burma
Germany,5,5,0,5,5,10,5,5,,Myanmar/Burma
Estonia,0,0,0,0,0,0,0,,,Myanmar/Burma
Ireland,0,0,0,0,0,0,0,,,Myanmar/Burma
Greece,0,5,0,0,5,5,0,,,Myanmar/Burma
Spain,0,0,0,0,0,0,,,,Myanmar/Burma
France,5,10,5,0,5,5,5,,,Myanmar/Burma
Croatia,0,0,0,0,0,0,0,0,,Myanmar/Burma
Italy,0,0,0,0,0,0,0,,,Myanmar/Burma
Cyprus,0,0,0,0,0,0,0,,,Myanmar/Burma
Latvia,0,0,0,0,0,0,0,,,Myanmar/Burma
Lithuania,0,0,0,0,0,0,0,0,,Myanmar/Burma
Luxembourg,0,0,0,0,0,0,0,0,,Myanmar/Burma
Hungary,0,0,5,0,0,10,15,25,,Myanmar/Burma
Malta,0,0,0,0,0,0,0,,,Myanmar/Burma
Netherlands,0,5,5,0,5,0,5,0,,Myanmar/Burma
Austria,0,0,0,0,0,0,5,,,Myanmar/Burma
Poland,0,0,0,0,0,0,0,0,0,Myanmar/Burma
Portugal,0,0,0,0,0,0,0,,,Myanmar/Burma
Romania,0,0,0,0,0,0,0,,,Myanmar/Burma
Slovenia,0,0,0,0,0,0,0,0,,Myanmar/Burma
Slovakia,0,0,0,0,0,0,0,,,Myanmar/Burma
Finland,0,0,0,0,0,0,0,0,0,Myanmar/Burma
Sweden,0,0,0,0,0,0,0,0,0,Myanmar/Burma
United Kingdom,15,10,15,15,15,25,10,,,Myanmar/Burma
Belgium,0,5,0,0,0,0,0,0,,Philippines
Bulgaria,0,0,0,0,0,0,0,0,,Philippines
Czech Republic,0,0,0,0,0,0,0,,,Philippines
Denmark,0,0,0,0,0,0,0,,,Philippines
Germany,0,0,0,0,0,0,0,0,,Philippines
Estonia,0,0,0,0,0,0,0,,,Philippines
Ireland,0,0,0,0,0,0,0,,,Philippines
Greece,0,0,0,0,0,0,0,,,Philippines
Spain,0,0,0,0,0,0,,,,Philippines
France,0,0,0,0,0,0,0,,,Philippines
Croatia,0,0,0,0,0,0,0,0,,Philippines
Italy,0,0,0,5,5,10,10,,,Philippines
Cyprus,5,0,10,0,5,10,5,,,Philippines
Latvia,0,0,0,0,0,0,0,,,Philippines
Lithuania,0,0,0,0,0,0,0,0,,Philippines
Luxembourg,0,0,0,0,0,0,0,0,,Philippines
Hungary,0,0,0,0,0,0,0,0,,Philippines
Malta,0,0,0,0,0,0,0,,,Philippines
Netherlands,0,0,0,0,0,0,0,0,,Philippines
Austria,0,0,0,0,0,5,0,,,Philippines
Poland,0,0,0,0,0,0,0,0,0,Philippines
Portugal,0,0,0,0,0,0,0,,,Philippines
Romania,0,5,5,0,0,0,5,,,Philippines
Slovenia,0,0,0,0,0,0,0,0,,Philippines
Slovakia,0,0,0,0,0,0,0,,,Philippines
Finland,0,0,0,0,0,0,0,0,0,Philippines
Sweden,0,0,0,0,0,0,5,5,5,Philippines
United Kingdom,0,5,5,0,5,5,5,,,Philippines
Belgium,0,0,0,0,0,0,0,0,,Singapore
Bulgaria,0,0,0,0,0,0,0,0,,Singapore
Czech Republic,0,0,0,0,0,0,0,,,Singapore
Denmark,0,0,0,0,0,0,0,,,Singapore
Germany,0,0,0,0,0,0,0,0,,Singapore
Estonia,0,0,0,0,0,0,0,,,Singapore
Ireland,0,0,0,0,0,0,0,,,Singapore
Greece,0,0,0,0,0,0,0,,,Singapore
Spain,0,0,0,0,0,0,,,,Singapore
France,0,0,0,0,0,0,0,,,Singapore
Croatia,0,0,0,0,0,0,0,0,,Singapore
Italy,0,0,0,0,0,0,0,,,Singapore
Cyprus,0,0,0,0,0,0,0,,,Singapore
Latvia,0,0,0,0,0,0,0,,,Singapore
Lithuania,0,0,0,0,0,0,0,0,,Singapore
Luxembourg,0,0,0,0,0,0,0,0,,Singapore
Hungary,0,0,0,0,0,0,0,0,,Singapore
Malta,0,0,0,0,0,0,0,,,Singapore
Netherlands,0,0,0,0,0,0,0,0,,Singapore
Austria,0,0,0,0,0,0,0,,,Singapore
Poland,0,0,0,0,0,0,0,0,0,Singapore
Portugal,0,0,0,0,0,0,0,,,Singapore
Romania,0,0,0,0,0,0,0,,,Singapore
Slovenia,0,0,0,0,0,0,0,0,,Singapore
Slovakia,0,0,0,0,0,0,0,,,Singapore
Finland,0,0,0,0,0,0,0,0,0,Singapore
Sweden,0,0,0,0,0,0,0,0,0,Singapore
United Kingdom,0,0,0,0,0,0,0,,,Singapore
Belgium,0,0,0,0,0,0,0,0,,Thailand
Bulgaria,0,0,0,0,0,0,0,0,,Thailand
Czech Republic,0,0,0,0,0,0,0,,,Thailand
Denmark,0,0,0,0,0,0,0,,,Thailand
Germany,0,0,0,0,0,0,0,0,,Thailand
Estonia,0,0,0,0,0,0,0,,,Thailand
Ireland,0,0,0,0,0,0,0,,,Thailand
Greece,0,0,0,0,0,0,0,,,Thailand
Spain,0,0,0,0,0,0,,,,Thailand
France,0,0,0,0,0,0,0,,,Thailand
Croatia,0,0,0,0,0,0,0,0,,Thailand
Italy,0,0,0,0,0,0,0,,,Thailand
Cyprus,0,0,0,0,0,0,0,,,Thailand
Latvia,0,0,0,0,0,0,0,,,Thailand
Lithuania,0,0,0,0,0,0,0,0,,Thailand
Luxembourg,0,0,0,0,0,0,0,0,,Thailand
Hungary,0,0,0,0,0,0,0,0,,Thailand
Malta,0,0,0,0,0,0,0,,,Thailand
Netherlands,0,0,0,0,0,0,0,0,,Thailand
Austria,0,0,0,0,0,0,0,,,Thailand
Poland,0,0,0,0,0,0,0,0,0,Thailand
Portugal,0,0,0,0,0,0,0,,,Thailand
Romania,0,0,0,0,0,0,0,,,Thailand
Slovenia,0,0,0,0,0,0,0,0,,Thailand
Slovakia,0,0,0,0,0,0,0,,,Thailand
Finland,0,0,0,0,0,0,0,0,0,Thailand
Sweden,0,0,0,0,0,0,0,0,0,Thailand
United Kingdom,0,0,0,0,0,5,5,,,Thailand
Belgium,0,0,0,0,0,0,0,0,,Timor-Leste
Bulgaria,0,0,0,0,0,0,0,0,,Timor-Leste
Czech Republic,0,0,0,0,0,0,0,,,Timor-Leste
Denmark,0,0,0,0,0,0,0,,,Timor-Leste
Germany,0,0,0,0,0,0,0,0,,Timor-Leste
Estonia,0,0,0,0,0,0,0,,,Timor-Leste
Ireland,0,0,0,0,0,0,0,,,Timor-Leste
Greece,0,0,0,0,0,0,0,,,Timor-Leste
Spain,0,0,0,0,0,0,,,,Timor-Leste
France,0,0,0,0,0,0,0,,,Timor-Leste
Croatia,0,0,0,0,0,0,0,0,,Timor-Leste
Italy,0,0,0,0,0,0,0,,,Timor-Leste
Cyprus,0,0,0,0,0,0,0,,,Timor-Leste
Latvia,0,0,0,0,0,0,0,,,Timor-Leste
Lithuania,0,0,0,0,0,0,0,0,,Timor-Leste
Luxembourg,0,0,0,0,0,0,0,0,,Timor-Leste
Hungary,0,0,0,0,0,0,0,0,,Timor-Leste
Malta,0,0,0,0,0,0,0,,,Timor-Leste
Netherlands,0,0,0,0,0,0,0,0,,Timor-Leste
Austria,0,0,0,0,0,0,0,,,Timor-Leste
Poland,0,0,0,0,0,0,0,0,0,Timor-Leste
Portugal,0,0,0,0,0,0,0,,,Timor-Leste
Romania,0,0,0,0,0,0,0,,,Timor-Leste
Slovenia,0,0,0,0,0,0,0,0,,Timor-Leste
Slovakia,0,0,0,0,0,0,0,,,Timor-Leste
Finland,0,0,0,0,0,0,0,0,0,Timor-Leste
Sweden,0,0,0,0,0,0,0,0,0,Timor-Leste
United Kingdom,0,0,0,0,0,0,0,,,Timor-Leste
Belgium,0,0,0,0,0,0,0,0,,Vietnam
Bulgaria,0,0,0,0,0,0,0,0,,Vietnam
Czech Republic,5,10,5,10,5,5,5,,,Vietnam
Denmark,0,0,5,0,0,0,0,,,Vietnam
Germany,70,60,70,65,50,50,70,70,,Vietnam
Estonia,0,0,0,0,0,0,0,,,Vietnam
Ireland,0,0,0,0,0,0,0,,,Vietnam
Greece,0,0,0,0,0,0,0,,,Vietnam
Spain,0,0,0,0,0,0,,,,Vietnam
France,0,5,0,5,5,0,0,,,Vietnam
Croatia,0,0,0,0,0,0,0,0,,Vietnam
Italy,0,0,0,0,0,0,0,,,Vietnam
Cyprus,5,15,10,10,10,10,10,,,Vietnam
Latvia,0,5,10,0,20,25,5,,,Vietnam
Lithuania,0,0,0,0,0,0,0,0,,Vietnam
Luxembourg,0,0,0,0,0,0,0,0,,Vietnam
Hungary,0,0,5,5,5,10,5,0,,Vietnam
Malta,0,0,0,0,0,0,0,,,Vietnam
Netherlands,5,5,10,5,5,5,5,5,,Vietnam
Austria,5,0,0,5,5,0,5,,,Vietnam
Poland,0,5,0,0,5,5,0,5,5,Vietnam
Portugal,0,0,0,0,0,0,0,,,Vietnam
Romania,0,0,5,0,0,0,0,,,Vietnam
Slovenia,0,0,0,0,0,0,0,0,,Vietnam
Slovakia,0,0,0,0,0,0,0,,,Vietnam
Finland,0,0,0,0,0,5,0,0,0,Vietnam
Sweden,5,0,0,5,0,0,0,5,0,Vietnam
United Kingdom,30,25,65,35,55,40,50,,,Vietnam
Belgium,5,35,25,30,15,45,25,15,,Armenia
Bulgaria,0,0,0,0,0,5,0,0,,Armenia
Czech Republic,5,0,5,5,0,0,5,,,Armenia
Denmark,0,5,5,0,5,0,0,,,Armenia
Germany,190,160,110,160,220,240,180,140,,Armenia
Estonia,0,0,0,0,0,0,0,,,Armenia
Ireland,0,0,0,0,0,0,0,,,Armenia
Greece,5,0,5,0,0,0,0,,,Armenia
Spain,0,0,10,0,0,0,,,,Armenia
France,135,135,145,100,100,110,145,,,Armenia
Croatia,0,0,0,0,0,0,0,0,,Armenia
Italy,5,0,5,5,5,0,0,,,Armenia
Cyprus,0,0,0,0,0,0,0,,,Armenia
Latvia,0,0,0,0,0,0,0,,,Armenia
Lithuania,0,0,0,0,0,0,0,0,,Armenia
Luxembourg,0,0,0,0,0,0,0,0,,Armenia
Hungary,0,0,0,0,0,0,0,0,,Armenia
Malta,0,0,0,0,0,0,0,,,Armenia
Netherlands,5,15,5,20,10,15,5,10,,Armenia
Austria,20,20,15,20,25,25,20,,,Armenia
Poland,10,0,5,15,20,5,15,15,30,Armenia
Portugal,0,0,0,0,0,0,0,,,Armenia
Romania,0,0,0,0,0,0,0,,,Armenia
Slovenia,0,0,0,0,0,0,0,0,,Armenia
Slovakia,0,0,0,5,0,0,0,,,Armenia
Finland,0,0,0,0,0,0,0,0,0,Armenia
Sweden,25,25,25,15,10,10,15,30,45,Armenia
United Kingdom,5,0,5,0,5,10,0,,,Armenia
Belgium,0,10,5,5,0,15,5,5,,Azerbaijan
Bulgaria,0,0,0,0,0,0,0,0,,Azerbaijan
Czech Republic,0,0,0,0,0,0,0,,,Azerbaijan
Denmark,0,0,5,0,0,0,5,,,Azerbaijan
Germany,165,90,90,100,190,165,130,40,,Azerbaijan
Estonia,0,0,0,0,0,0,0,,,Azerbaijan
Ireland,0,0,0,0,0,0,0,,,Azerbaijan
Greece,0,0,0,0,0,0,0,,,Azerbaijan
Spain,0,0,0,0,0,0,,,,Azerbaijan
France,40,65,60,65,45,50,75,,,Azerbaijan
Croatia,0,0,5,0,0,0,0,0,,Azerbaijan
Italy,5,0,0,0,0,0,0,,,Azerbaijan
Cyprus,0,0,0,0,0,0,0,,,Azerbaijan
Latvia,0,0,0,0,5,0,0,,,Azerbaijan
Lithuania,0,5,0,0,0,0,5,0,,Azerbaijan
Luxembourg,0,0,0,0,0,0,0,0,,Azerbaijan
Hungary,0,0,0,0,0,0,5,0,,Azerbaijan
Malta,0,0,0,0,0,0,0,,,Azerbaijan
Netherlands,20,5,5,0,5,0,0,5,,Azerbaijan
Austria,5,5,5,0,10,10,10,,,Azerbaijan
Poland,0,5,0,0,0,5,5,5,0,Azerbaijan
Portugal,0,0,0,0,0,0,0,,,Azerbaijan
Romania,0,0,0,0,0,0,0,,,Azerbaijan
Slovenia,0,0,0,0,0,0,0,0,,Azerbaijan
Slovakia,0,0,0,0,0,0,0,,,Azerbaijan
Finland,0,0,5,5,5,5,0,0,0,Azerbaijan
Sweden,30,35,45,20,35,50,60,20,40,Azerbaijan
United Kingdom,0,0,5,0,0,5,0,,,Azerbaijan
Belgium,0,0,0,0,0,0,0,0,,Bahrain
Bulgaria,0,0,0,0,5,0,0,0,,Bahrain
Czech Republic,0,0,0,0,0,0,0,,,Bahrain
Denmark,0,0,0,0,0,0,0,,,Bahrain
Germany,0,0,0,0,0,0,0,5,,Bahrain
Estonia,0,0,0,0,0,0,0,,,Bahrain
Ireland,0,0,0,0,0,0,0,,,Bahrain
Greece,0,0,0,0,0,0,0,,,Bahrain
Spain,0,0,0,0,0,0,,,,Bahrain
France,0,0,0,0,0,0,0,,,Bahrain
Croatia,0,0,0,0,0,0,0,0,,Bahrain
Italy,0,0,0,0,0,0,0,,,Bahrain
Cyprus,0,0,0,0,0,0,0,,,Bahrain
Latvia,0,0,0,0,0,0,0,,,Bahrain
Lithuania,0,0,0,0,0,0,0,0,,Bahrain
Luxembourg,0,0,0,0,0,0,0,0,,Bahrain
Hungary,0,0,0,0,0,0,0,0,,Bahrain
Malta,0,0,0,0,0,0,0,,,Bahrain
Netherlands,0,0,0,0,0,0,0,0,,Bahrain
Austria,0,0,0,0,0,0,0,,,Bahrain
Poland,0,0,0,0,0,0,0,0,0,Bahrain
Portugal,0,0,0,0,0,0,0,,,Bahrain
Romania,0,0,0,0,0,0,0,,,Bahrain
Slovenia,0,0,0,0,0,0,0,0,,Bahrain
Slovakia,0,0,0,0,0,0,0,,,Bahrain
Finland,0,0,0,0,0,0,0,0,0,Bahrain
Sweden,0,0,0,0,0,0,0,0,0,Bahrain
United Kingdom,5,0,0,0,0,5,10,,,Bahrain
Belgium,15,25,30,20,25,30,40,20,,Georgia
Bulgaria,0,0,0,0,0,0,0,0,,Georgia
Czech Republic,0,0,0,0,0,5,0,,,Georgia
Denmark,5,5,10,10,10,5,10,,,Georgia
Germany,290,225,265,275,270,435,245,185,,Georgia
Estonia,0,0,0,5,0,0,0,,,Georgia
Ireland,5,5,5,0,0,0,5,,,Georgia
Greece,15,20,15,15,25,20,30,,,Georgia
Spain,0,0,5,0,5,5,,,,Georgia
France,110,115,125,95,75,105,100,,,Georgia
Croatia,0,0,0,0,0,0,0,0,,Georgia
Italy,10,5,10,20,5,10,10,,,Georgia
Cyprus,5,0,0,5,0,0,0,,,Georgia
Latvia,10,0,0,10,0,0,5,,,Georgia
Lithuania,5,0,0,10,5,0,0,0,,Georgia
Luxembourg,0,0,5,0,0,5,0,5,,Georgia
Hungary,0,0,0,10,10,0,5,0,,Georgia
Malta,0,0,0,0,0,0,0,,,Georgia
Netherlands,20,25,30,20,20,25,15,20,,Georgia
Austria,35,25,30,20,40,40,20,,,Georgia
Poland,5,45,35,25,55,40,45,40,40,Georgia
Portugal,0,0,0,0,0,0,0,,,Georgia
Romania,0,0,0,5,5,0,5,,,Georgia
Slovenia,0,0,0,0,0,0,0,0,,Georgia
Slovakia,0,0,0,0,0,0,0,,,Georgia
Finland,0,0,5,0,0,0,5,0,5,Georgia
Sweden,80,45,55,55,70,70,65,65,105,Georgia
United Kingdom,5,0,0,15,5,5,5,,,Georgia
Belgium,140,90,110,80,185,440,"1,000","2,485",,Iraq
Bulgaria,100,95,270,240,435,420,570,510,,Iraq
Czech Republic,0,0,0,0,5,5,5,,,Iraq
Denmark,10,5,5,5,15,20,20,,,Iraq
Germany,"1,065",960,"1,190","1,400","1,470","2,085","2,085","1,800",,Iraq
Estonia,0,0,0,0,0,0,0,,,Iraq
Ireland,0,0,0,5,0,5,0,,,Iraq
Greece,20,15,15,25,25,25,55,,,Iraq
Spain,5,20,5,10,30,10,,,,Iraq
France,85,395,250,200,160,235,305,,,Iraq
Croatia,0,0,0,0,0,0,0,0,,Iraq
Italy,45,40,35,20,25,30,40,,,Iraq
Cyprus,5,0,5,5,0,10,0,,,Iraq
Latvia,0,0,0,0,0,5,0,,,Iraq
Lithuania,0,0,0,0,0,5,15,0,,Iraq
Luxembourg,0,5,5,0,10,0,0,10,,Iraq
Hungary,130,230,455,665,735,"1,055","1,410","2,265",,Iraq
Malta,0,0,0,0,0,0,0,,,Iraq
Netherlands,85,75,55,45,45,70,95,160,,Iraq
Austria,290,205,310,605,"1,140","1,265","1,300",,,Iraq
Poland,5,5,10,5,0,5,5,5,10,Iraq
Portugal,0,0,0,0,0,0,0,,,Iraq
Romania,10,10,20,45,20,15,25,,,Iraq
Slovenia,5,0,0,0,5,0,0,5,,Iraq
Slovakia,0,5,15,0,5,0,0,,,Iraq
Finland,105,75,80,75,115,255,630,"1,890","9,090",Iraq
Sweden,240,195,195,190,190,260,335,580,"3,495",Iraq
United Kingdom,110,85,90,65,80,145,175,,,Iraq
Belgium,0,0,0,0,0,0,0,0,,Israel
Bulgaria,0,0,0,0,0,0,0,0,,Israel
Czech Republic,0,0,0,0,0,0,0,,,Israel
Denmark,0,0,0,0,0,0,0,,,Israel
Germany,0,0,0,0,0,0,0,0,,Israel
Estonia,0,0,0,0,0,0,0,,,Israel
Ireland,0,0,0,0,0,0,0,,,Israel
Greece,0,0,0,0,0,0,0,,,Israel
Spain,0,0,0,0,0,0,,,,Israel
France,0,0,0,0,0,0,0,,,Israel
Croatia,0,0,0,0,0,0,0,0,,Israel
Italy,0,0,0,0,0,0,0,,,Israel
Cyprus,0,0,0,0,0,0,0,,,Israel
Latvia,0,0,0,0,0,0,0,,,Israel
Lithuania,0,0,0,0,0,0,0,0,,Israel
Luxembourg,0,0,0,0,0,0,0,0,,Israel
Hungary,0,0,0,0,0,0,0,0,,Israel
Malta,0,0,0,0,0,0,0,,,Israel
Netherlands,0,0,0,0,0,0,0,0,,Israel
Austria,0,0,0,0,0,0,0,,,Israel
Poland,0,0,0,0,0,0,0,0,0,Israel
Portugal,0,0,0,0,0,0,0,,,Israel
Romania,0,0,0,0,0,0,0,,,Israel
Slovenia,0,0,0,0,0,0,0,0,,Israel
Slovakia,0,0,0,0,0,0,0,,,Israel
Finland,0,0,0,0,0,0,0,0,0,Israel
Sweden,0,0,5,0,0,5,5,5,15,Israel
United Kingdom,0,0,0,0,0,0,0,,,Israel
Belgium,0,0,5,0,0,5,10,0,,Jordan
Bulgaria,0,0,0,0,0,0,0,0,,Jordan
